수목명,흉고지름,Condition,Value,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
버즘나무,118.0,Excellent,PLOC,"22,134.2",$514.77,13.1,$0.30,"4,591.4",$563.79,61.7,"$1,001.71",30.4,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,120.0,Excellent,PLOC,"22,134.2",$514.77,13.2,$0.31,"4,591.4",$563.79,61.7,"$1,001.71",31.3,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,105.0,Excellent,PLOC,"22,134.2",$514.77,12.0,$0.28,"4,591.4",$563.79,61.7,"$1,001.71",24.8,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,130.0,Excellent,PLOC,"22,134.2",$514.77,14.0,$0.33,"4,591.4",$563.79,61.7,"$1,001.71",36.0,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,140.0,Excellent,PLOC,"22,134.2",$514.77,14.8,$0.35,"4,591.4",$563.79,61.7,"$1,001.71",41.0,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,81.0,Poor,PLOC,"21,181.0",$492.61,6.1,$0.14,"4,229.8",$519.39,61.7,"$1,001.71",15.8,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,105.0,Poor,PLOC,"21,181.0",$492.61,7.4,$0.17,"4,229.8",$519.39,61.7,"$1,001.71",24.8,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,77.0,Poor,PLOC,"21,181.0",$492.61,5.9,$0.14,"4,229.8",$519.39,61.7,"$1,001.71",14.4,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,75.0,Fair,PLOC,"21,682.7",$504.27,7.6,$0.18,"4,420.1",$542.76,61.7,"$1,001.71",13.8,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,109.0,Poor,PLOC,"21,181.0",$492.61,7.6,$0.18,"4,229.8",$519.39,61.7,"$1,001.71",26.5,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,69.0,Fair,PLOC,"21,682.7",$504.27,7.2,$0.17,"4,420.1",$542.76,61.7,"$1,001.71",11.9,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,71.0,Fair,PLOC,"21,682.7",$504.27,7.3,$0.17,"4,420.1",$542.76,61.7,"$1,001.71",12.5,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,67.0,Poor,PLOC,"21,181.0",$492.61,5.3,$0.12,"4,229.8",$519.39,61.7,"$1,001.71",11.3,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,86.0,Poor,PLOC,"21,181.0",$492.61,6.4,$0.15,"4,229.8",$519.39,61.7,"$1,001.71",17.5,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,73.0,Fair,PLOC,"21,682.7",$504.27,7.5,$0.17,"4,420.1",$542.76,61.7,"$1,001.71",13.1,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,83.0,Poor,PLOC,"21,181.0",$492.61,6.2,$0.14,"4,229.8",$519.39,61.7,"$1,001.71",16.5,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,143.0,Poor,PLOC,"21,181.0",$492.61,9.3,$0.22,"4,229.8",$519.39,61.7,"$1,001.71",42.6,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,88.0,Fair,PLOC,"21,682.7",$504.27,8.6,$0.20,"4,420.1",$542.76,61.7,"$1,001.71",18.2,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,68.0,Poor,PLOC,"21,181.0",$492.61,5.4,$0.12,"4,229.8",$519.39,61.7,"$1,001.71",11.6,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,77.0,Fair,PLOC,"21,682.7",$504.27,7.8,$0.18,"4,420.1",$542.76,61.7,"$1,001.71",14.4,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,150.0,Poor,PLOC,"21,181.0",$492.61,9.7,$0.23,"4,229.8",$519.39,61.7,"$1,001.71",46.3,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,195.0,Poor,PLOC,"21,181.0",$492.61,11.8,$0.27,"4,229.8",$519.39,61.7,"$1,001.71",73.2,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,165.0,Poor,PLOC,"21,181.0",$492.61,10.4,$0.24,"4,229.8",$519.39,61.7,"$1,001.71",54.7,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,199.0,Poor,PLOC,"21,181.0",$492.61,12.0,$0.28,"4,229.8",$519.39,61.7,"$1,001.71",75.8,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,74.0,Poor,PLOC,"21,181.0",$492.61,5.7,$0.13,"4,229.8",$519.39,61.7,"$1,001.71",13.5,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,163.0,Poor,PLOC,"21,181.0",$492.61,10.3,$0.24,"4,229.8",$519.39,61.7,"$1,001.71",53.5,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,149.0,Poor,PLOC,"21,181.0",$492.61,9.6,$0.22,"4,229.8",$519.39,61.7,"$1,001.71",45.7,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,210.0,Poor,PLOC,"21,181.0",$492.61,12.5,$0.29,"4,229.8",$519.39,61.7,"$1,001.71",83.3,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,170.0,Poor,PLOC,"21,181.0",$492.61,10.6,$0.25,"4,229.8",$519.39,61.7,"$1,001.71",57.6,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,156.0,Poor,PLOC,"21,181.0",$492.61,10.0,$0.23,"4,229.8",$519.39,61.7,"$1,001.71",49.6,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,73.0,Poor,PLOC,"21,181.0",$492.61,5.7,$0.13,"4,229.8",$519.39,61.7,"$1,001.71",13.1,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,179.0,Poor,PLOC,"21,181.0",$492.61,11.1,$0.26,"4,229.8",$519.39,61.7,"$1,001.71",63.0,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,148.0,Poor,PLOC,"21,181.0",$492.61,9.6,$0.22,"4,229.8",$519.39,61.7,"$1,001.71",45.2,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,177.0,Poor,PLOC,"21,181.0",$492.61,11.0,$0.25,"4,229.8",$519.39,61.7,"$1,001.71",61.8,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,79.0,Poor,PLOC,"21,181.0",$492.61,6.0,$0.14,"4,229.8",$519.39,61.7,"$1,001.71",15.1,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,184.0,Poor,PLOC,"21,181.0",$492.61,11.3,$0.26,"4,229.8",$519.39,61.7,"$1,001.71",66.1,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,180.0,Poor,PLOC,"21,181.0",$492.61,11.1,$0.26,"4,229.8",$519.39,61.7,"$1,001.71",63.6,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,220.0,Poor,PLOC,"21,181.0",$492.61,12.9,$0.30,"4,229.8",$519.39,61.7,"$1,001.71",90.4,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,152.0,Poor,PLOC,"21,181.0",$492.61,9.8,$0.23,"4,229.8",$519.39,61.7,"$1,001.71",47.4,"101,879.3","35,010.3",$312.85,28.3,7.8,4.8,158.3,3.0,0.6,1.0,0.7
버즘나무,10.0,Excellent,PLOC,"22,134.2",$514.77,"12,353.8",$287.31,"4,591.4",$563.79,61.7,"$1,001.71",3.0,"69,119.3","23,752.5",$212.25,38.3,8.2,7.3,165.4,3.9,0.7,1.1,1.9
버즘나무,11.0,Excellent,PLOC,"22,134.2",$514.77,"12,579.5",$292.56,"4,591.4",$563.79,61.7,"$1,001.71",3.1,"71,805.1","24,675.4",$220.50,38.6,8.2,7.3,165.4,3.9,0.7,1.1,1.8
버즘나무,12.0,Excellent,PLOC,"22,134.2",$514.77,"12,776.1",$297.13,"4,591.4",$563.79,61.7,"$1,001.71",3.2,"74,453.4","25,585.5",$228.63,38.8,8.2,7.3,165.4,4.0,0.7,1.1,1.8
버즘나무,90.0,Fair,PLOC,"21,682.7",$504.27,8.7,$0.20,"4,420.1",$542.76,61.7,"$1,001.71",19.0,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,106.0,Excellent,PLOC,"22,134.2",$514.77,12.1,$0.28,"4,591.4",$563.79,61.7,"$1,001.71",25.2,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,200.0,Excellent,PLOC,"22,134.2",$514.77,19.4,$0.45,"4,591.4",$563.79,61.7,"$1,001.71",76.5,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,333.0,Fair,PLOC,"21,682.7",$504.27,23.3,$0.54,"4,420.1",$542.76,61.7,"$1,001.71",186.5,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,410.0,Fair,PLOC,"21,682.7",$504.27,27.2,$0.63,"4,420.1",$542.76,61.7,"$1,001.71",268.3,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,240.0,Fair,PLOC,"21,682.7",$504.27,18.2,$0.42,"4,420.1",$542.76,61.7,"$1,001.71",105.2,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,80.0,Fair,PLOC,"21,682.7",$504.27,8.0,$0.19,"4,420.1",$542.76,61.7,"$1,001.71",15.4,"134,743.6","46,303.9",$413.77,18.6,8.0,2.8,162.0,2.1,0.7,1.0,0.2
버즘나무,9.0,Excellent,PLOC,"21,834.3",$507.80,"12,097.0",$281.34,"4,531.4",$556.42,60.8,$987.57,2.9,"66,390.5","22,814.7",$203.87,37.8,8.1,7.2,163.1,3.8,0.7,1.0,1.9
버즘나무,5.0,Excellent,PLOC,"20,309.4",$472.33,"10,794.9",$251.06,"4,215.4",$517.61,56.6,$918.48,2.5,"55,183.6","18,963.5",$169.46,34.8,7.5,6.7,151.8,3.5,0.6,1.0,1.8
버즘나무,6.0,Excellent,PLOC,"20,619.5",$479.55,"11,160.8",$259.57,"4,281.3",$525.71,57.4,$932.10,2.6,"58,024.0","19,939.6",$178.18,35.7,7.6,6.9,154.1,3.6,0.6,1.0,1.9
버즘나무,8.0,Excellent,PLOC,"21,531.1",$500.75,"11,812.0",$274.71,"4,469.4",$548.81,60.0,$973.61,2.8,"63,629.3","21,865.8",$195.39,37.3,8.0,7.1,160.9,3.8,0.7,1.0,1.9
버즘나무,170.0,Excellent,PLOC,"22,134.2",$514.77,17.2,$0.40,"4,591.4",$563.79,61.7,"$1,001.71",57.6,"164,321.4","56,468.2",$504.60,10.4,8.2,1.4,165.4,1.2,0.7,1.1,0.1
버즘나무,15.0,Excellent,PLOC,"22,134.2",$514.77,"13,179.7",$306.52,"4,591.4",$563.79,61.7,"$1,001.71",3.5,"82,123.8","28,221.4",$252.19,38.8,8.2,7.2,165.4,4.0,0.7,1.1,1.7
버즘나무,14.0,Excellent,PLOC,"22,134.2",$514.77,"13,077.0",$304.13,"4,591.4",$563.79,61.7,"$1,001.71",3.4,"79,616.6","27,359.8",$244.49,38.9,8.2,7.3,165.4,4.0,0.7,1.1,1.7
버즘나무,13.0,Excellent,PLOC,"22,134.2",$514.77,"12,943.1",$301.02,"4,591.4",$563.79,61.7,"$1,001.71",3.3,"77,061.7","26,481.8",$236.64,38.9,8.2,7.3,165.4,4.0,0.7,1.1,1.8
벚나무,21.0,Excellent,PRYE,"22,134.2",$514.77,3.8,$0.09,"4,591.4",$563.79,61.7,"$1,001.71",1.6,"44,211.4","15,193.0",$135.76,31.0,8.2,6.0,165.4,3.1,0.7,1.1,1.7
벚나무,22.0,Excellent,PRYE,"22,134.2",$514.77,4.1,$0.09,"4,591.4",$563.79,61.7,"$1,001.71",1.8,"45,720.0","15,711.4",$140.40,31.7,8.2,6.2,165.4,3.2,0.7,1.1,1.7
벚나무,24.0,Excellent,PRYE,"22,134.2",$514.77,4.6,$0.11,"4,591.4",$563.79,61.7,"$1,001.71",2.2,"48,257.1","16,583.3",$148.19,32.8,8.2,6.4,165.4,3.3,0.7,1.1,1.7
벚나무,26.0,Excellent,PRYE,"22,134.2",$514.77,5.2,$0.12,"4,591.4",$563.79,61.7,"$1,001.71",2.7,"50,106.6","17,218.8",$153.87,33.5,8.2,6.5,165.4,3.4,0.7,1.1,1.8
벚나무,23.0,Excellent,PRYE,"22,134.2",$514.77,4.4,$0.10,"4,591.4",$563.79,61.7,"$1,001.71",2.0,"47,071.2","16,175.8",$144.55,32.3,8.2,6.3,165.4,3.3,0.7,1.1,1.7
벚나무,27.0,Excellent,PRYE,"22,134.2",$514.77,5.5,$0.13,"4,591.4",$563.79,61.7,"$1,001.71",2.9,"50,759.6","17,443.3",$155.87,33.8,8.2,6.5,165.4,3.4,0.7,1.1,1.8
벚나무,30.0,Excellent,PRYE,"22,134.2",$514.77,6.4,$0.15,"4,591.4",$563.79,61.7,"$1,001.71",3.8,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,25.0,Excellent,PRYE,"22,134.2",$514.77,4.9,$0.11,"4,591.4",$563.79,61.7,"$1,001.71",2.4,"49,270.8","16,931.6",$151.30,33.2,8.2,6.4,165.4,3.4,0.7,1.1,1.8
벚나무,29.0,Excellent,PRYE,"22,134.2",$514.77,6.1,$0.14,"4,591.4",$563.79,61.7,"$1,001.71",3.5,"51,504.0","17,699.1",$158.16,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,28.0,Excellent,PRYE,"22,134.2",$514.77,5.8,$0.13,"4,591.4",$563.79,61.7,"$1,001.71",3.2,"51,226.3","17,603.6",$157.31,33.9,8.2,6.5,165.4,3.4,0.7,1.1,1.8
벚나무,40.0,Excellent,PRYE,"22,134.2",$514.77,9.6,$0.22,"4,591.4",$563.79,61.7,"$1,001.71",7.6,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,32.0,Excellent,PRYE,"22,134.2",$514.77,7.0,$0.16,"4,591.4",$563.79,61.7,"$1,001.71",4.4,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,33.0,Excellent,PRYE,"22,134.2",$514.77,7.3,$0.17,"4,591.4",$563.79,61.7,"$1,001.71",4.8,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,31.0,Excellent,PRYE,"22,134.2",$514.77,6.7,$0.16,"4,591.4",$563.79,61.7,"$1,001.71",4.1,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,38.0,Excellent,PRYE,"22,134.2",$514.77,9.0,$0.21,"4,591.4",$563.79,61.7,"$1,001.71",6.7,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,35.0,Excellent,PRYE,"22,134.2",$514.77,8.0,$0.19,"4,591.4",$563.79,61.7,"$1,001.71",5.5,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,36.0,Excellent,PRYE,"22,134.2",$514.77,8.3,$0.19,"4,591.4",$563.79,61.7,"$1,001.71",5.9,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,34.0,Excellent,PRYE,"22,134.2",$514.77,7.6,$0.18,"4,591.4",$563.79,61.7,"$1,001.71",5.1,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,10.0,Fair,PRYE,"10,332.3",$240.30,1.1,$0.03,"2,142.1",$263.03,28.8,$467.91,0.3,"16,854.3","5,791.9",$51.76,10.6,3.8,2.0,77.2,1.1,0.3,0.5,0.5
벚나무,12.0,Fair,PRYE,"21,682.7",$504.27,1.4,$0.03,"4,420.1",$542.76,61.7,"$1,001.71",0.4,"20,812.8","7,152.2",$63.91,13.6,8.0,2.6,162.0,1.4,0.7,1.0,0.7
벚나무,8.0,Fair,PRYE,"10,272.3",$238.90,444.0,$10.33,"2,111.1",$259.23,29.0,$470.08,0.3,"15,600.7","5,361.1",$47.91,9.6,3.8,1.8,76.8,1.0,0.3,0.5,0.5
벚나무,11.0,Fair,PRYE,"10,429.0",$242.55,1.2,$0.03,"2,193.7",$269.36,28.6,$464.00,0.3,"18,833.6","6,472.1",$57.83,12.1,3.9,2.3,77.9,1.2,0.3,0.5,0.6
벚나무,22.0,Fair,PRYE,"21,682.7",$504.27,3.3,$0.08,"4,420.1",$542.76,61.7,"$1,001.71",1.8,"37,489.9","12,883.2",$115.12,24.8,8.0,4.8,162.0,2.5,0.7,1.0,1.3
벚나무,24.0,Fair,PRYE,"21,682.7",$504.27,3.8,$0.09,"4,420.1",$542.76,61.7,"$1,001.71",2.2,"39,570.4","13,598.2",$121.51,25.9,8.0,5.0,162.0,2.6,0.7,1.0,1.3
벚나무,10.0,Poor,PRYE,"10,075.5",$234.33,0.8,$0.02,"2,044.7",$251.07,28.8,$467.92,0.3,"12,742.8","4,379.0",$39.13,6.7,3.7,1.3,75.3,0.7,0.3,0.5,0.3
벚나무,6.0,Fair,PRYE,"10,072.8",$234.26,757.1,$17.61,"2,061.3",$253.11,28.5,$463.28,0.2,"14,510.5","4,986.4",$44.56,8.9,3.7,1.7,75.3,0.9,0.3,0.5,0.4
벚나무,20.0,Fair,PRYE,"21,682.7",$504.27,2.9,$0.07,"4,420.1",$542.76,61.7,"$1,001.71",1.4,"34,893.9","11,991.1",$107.15,23.3,8.0,4.5,162.0,2.4,0.7,1.0,1.2
벚나무,8.0,Poor,PRYE,"10,014.8",$232.91,417.8,$9.72,"2,011.6",$247.01,29.0,$470.57,0.2,"11,573.4","3,977.1",$35.54,6.0,3.7,1.1,74.8,0.6,0.3,0.5,0.2
벚나무,39.0,Excellent,PRYE,"22,134.2",$514.77,9.3,$0.22,"4,591.4",$563.79,61.7,"$1,001.71",7.2,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,50.0,Excellent,PRYE,"22,134.2",$514.77,13.3,$0.31,"4,591.4",$563.79,61.7,"$1,001.71",13.2,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,21.0,Poor,PRYE,"21,181.0",$492.61,2.4,$0.06,"4,229.8",$519.39,61.7,"$1,001.71",1.6,"27,410.2","9,419.4",$84.17,16.2,7.8,3.1,158.3,1.7,0.6,1.0,0.8
벚나무,41.0,Excellent,PRYE,"22,134.2",$514.77,10.0,$0.23,"4,591.4",$563.79,61.7,"$1,001.71",8.1,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,37.0,Excellent,PRYE,"22,134.2",$514.77,8.6,$0.20,"4,591.4",$563.79,61.7,"$1,001.71",6.3,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,65.0,Excellent,PRYE,"22,134.2",$514.77,19.4,$0.45,"4,591.4",$563.79,61.7,"$1,001.71",25.0,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,44.0,Excellent,PRYE,"22,134.2",$514.77,11.1,$0.26,"4,591.4",$563.79,61.7,"$1,001.71",9.6,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,46.0,Excellent,PRYE,"22,134.2",$514.77,11.8,$0.27,"4,591.4",$563.79,61.7,"$1,001.71",10.7,"51,591.2","17,729.0",$158.43,34.0,8.2,6.6,165.4,3.4,0.7,1.1,1.8
벚나무,12.0,Poor,PRYE,"21,181.0",$492.61,1.1,$0.02,"4,229.8",$519.39,61.7,"$1,001.71",0.4,"15,735.8","5,407.5",$48.32,8.7,7.8,1.6,158.3,0.9,0.6,1.0,0.4
벚나무,14.0,Fair,PRYE,"21,682.7",$504.27,1.7,$0.04,"4,420.1",$542.76,61.7,"$1,001.71",0.6,"24,707.2","8,490.5",$75.87,16.4,8.0,3.2,162.0,1.7,0.7,1.0,0.9
벚나무,28.0,Fair,PRYE,"21,682.7",$504.27,4.7,$0.11,"4,420.1",$542.76,61.7,"$1,001.71",3.2,"42,005.4","14,434.9",$128.99,27.0,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,6.0,Poor,PRYE,"9,816.0",$228.29,708.2,$16.47,"1,961.5",$240.85,28.6,$463.90,0.2,"10,538.0","3,621.3",$32.36,5.4,3.6,1.0,73.3,0.6,0.3,0.5,0.2
벚나무,26.0,Fair,PRYE,"21,682.7",$504.27,4.3,$0.10,"4,420.1",$542.76,61.7,"$1,001.71",2.7,"41,087.1","14,119.4",$126.17,26.6,8.0,5.1,162.0,2.7,0.7,1.0,1.4
벚나무,15.0,Fair,PRYE,"21,682.7",$504.27,1.9,$0.04,"4,420.1",$542.76,61.7,"$1,001.71",0.7,"26,592.9","9,138.5",$81.66,17.8,8.0,3.4,162.0,1.8,0.7,1.0,0.9
벚나무,18.0,Fair,PRYE,"21,682.7",$504.27,2.5,$0.06,"4,420.1",$542.76,61.7,"$1,001.71",1.1,"31,845.0","10,943.3",$97.79,21.4,8.0,4.1,162.0,2.2,0.7,1.0,1.1
벚나무,34.0,Fair,PRYE,"21,682.7",$504.27,6.3,$0.15,"4,420.1",$542.76,61.7,"$1,001.71",5.1,"42,304.8","14,537.8",$129.91,27.1,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,9.0,Fair,PRYE,"10,297.7",$239.49,235.1,$5.47,"2,123.7",$260.77,28.9,$469.31,0.3,"16,184.6","5,561.8",$49.70,10.1,3.8,1.9,76.9,1.0,0.3,0.5,0.5
벚나무,13.0,Fair,PRYE,"21,682.7",$504.27,1.6,$0.04,"4,420.1",$542.76,61.7,"$1,001.71",0.5,"22,775.7","7,826.8",$69.94,15.0,8.0,2.9,162.0,1.5,0.7,1.0,0.8
벚나무,36.0,Fair,PRYE,"21,682.7",$504.27,6.8,$0.16,"4,420.1",$542.76,61.7,"$1,001.71",5.9,"42,304.8","14,537.8",$129.91,27.1,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,40.0,Fair,PRYE,"21,682.7",$504.27,7.9,$0.18,"4,420.1",$542.76,61.7,"$1,001.71",7.6,"42,304.8","14,537.8",$129.91,27.1,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,16.0,Fair,PRYE,"21,682.7",$504.27,2.1,$0.05,"4,420.1",$542.76,61.7,"$1,001.71",0.8,"28,419.3","9,766.1",$87.27,19.1,8.0,3.7,162.0,1.9,0.7,1.0,1.0
벚나무,7.0,Fair,PRYE,"10,250.7",$238.40,617.4,$14.36,"2,101.1",$258.00,29.0,$470.56,0.3,"15,042.5","5,169.3",$46.19,9.2,3.8,1.8,76.6,0.9,0.3,0.5,0.4
벚나무,25.0,Fair,PRYE,"21,682.7",$504.27,4.0,$0.09,"4,420.1",$542.76,61.7,"$1,001.71",2.4,"40,401.8","13,883.8",$124.07,26.3,8.0,5.1,162.0,2.7,0.7,1.0,1.3
벚나무,9.0,Poor,PRYE,"10,041.2",$233.53,221.7,$5.16,"2,025.2",$248.68,28.9,$469.62,0.3,"12,126.6","4,167.2",$37.24,6.3,3.7,1.2,75.0,0.7,0.3,0.5,0.3
벚나무,19.0,Fair,PRYE,"21,682.7",$504.27,2.7,$0.06,"4,420.1",$542.76,61.7,"$1,001.71",1.2,"33,421.6","11,485.2",$102.63,22.4,8.0,4.3,162.0,2.3,0.7,1.0,1.2
벚나무,30.0,Fair,PRYE,"21,682.7",$504.27,5.2,$0.12,"4,420.1",$542.76,61.7,"$1,001.71",3.8,"42,304.8","14,537.8",$129.91,27.1,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,29.0,Fair,PRYE,"21,682.7",$504.27,5.0,$0.12,"4,420.1",$542.76,61.7,"$1,001.71",3.5,"42,233.2","14,513.2",$129.69,27.1,8.0,5.2,162.0,2.7,0.7,1.0,1.4
벚나무,11.0,Poor,PRYE,"10,154.2",$236.16,0.9,$0.02,"2,089.4",$256.56,28.6,$464.00,0.3,"14,239.4","4,893.3",$43.73,7.7,3.8,1.4,75.9,0.8,0.3,0.5,0.3
벚나무,17.0,Fair,PRYE,"21,682.7",$504.27,2.3,$0.05,"4,420.1",$542.76,61.7,"$1,001.71",1.0,"30,173.9","10,369.1",$92.66,20.3,8.0,3.9,162.0,2.0,0.7,1.0,1.1
벚나무,21.0,Fair,PRYE,"21,682.7",$504.27,3.1,$0.07,"4,420.1",$542.76,61.7,"$1,001.71",1.6,"36,252.8","12,458.1",$111.33,24.1,8.0,4.7,162.0,2.4,0.7,1.0,1.3
벚나무,13.0,Poor,PRYE,"21,181.0",$492.61,1.2,$0.03,"4,229.8",$519.39,61.7,"$1,001.71",0.5,"17,220.0","5,917.6",$52.88,9.7,7.8,1.8,158.3,1.0,0.6,1.0,0.4
